relative_velocity,miss_distance,absolute_magnitude,avg_est_diameter
-1.6666600429052896,0.23827801069608615,0.18870664549294477,-0.3799050046388796
-0.4811962839504204,-0.7109861015606416,-0.3448760375687736,-0.15346467612010947
-0.8233100016327759,0.4019155617667058,3.5456837905832224,-0.6024991711289309
-0.9376756977382188,1.1318032646183966,-0.2388662329869751,-0.21177268357198964
-1.6879199361972685,-0.015580958406823156,0.3300530516020086,-0.41783086616437337
0.23834120776720952,-1.4931412448860433,1.0685880235218697,-0.533720226448577
0.9361098496363365,1.4949731398445114,0.8919050158855392,-0.5151767735837918
-0.6852946439029793,-1.1382842019281725,0.8247654729837331,-0.5069324744303596
-1.0918885749115794,0.8662549887707996,0.6480824653474028,-0.481452991803329
-0.5089962182405454,-0.9457813300607296,0.1180334424384116,-0.35815571360581516
-1.337071128144394,-1.7405832132538048,2.0191426046053276,-0.5845872979555407
-0.6586946853112449,-1.0086717084637655,0.6763517465692163,-0.48593400435313305
0.8611803752720842,0.7402698118605194,1.761185413456285,-0.5762959024648103
0.22528537239996813,1.0066945683641393,1.478492601238156,-0.5633597561987689
-0.03707121869522005,-1.7157384685991122,1.3795501169618107,-0.5575825153787168
0.5688389285518897,1.5811795206608743,0.22404324702021008,-0.3900511245004677
0.520217643872204,1.5074446389354716,-0.37667897894331304,-0.13434259266342136
2.116509712439322,1.272650116970101,-0.6947083926887072,0.10754198294965515
-0.861125138404558,-1.528633184003006,1.1427948867291287,-0.5403218406263637
0.07950042674662738,-1.4832225760340878,0.6127458638201375,-0.4756145091689059
0.2482896497655364,0.7940980160363496,1.9202001203289822,-0.5817315461772082
0.9308254459301838,-1.7150938154747344,-0.09398616672518413,-0.2794885417786952
-1.4897123874282496,-1.7417424733038724,1.7081805111653852,-0.5742188895089072
1.5103918232819844,-0.44640394448427634,-0.5180253850523768,-0.039077135916632505
1.4814693380110724,1.2463376834357545,0.22404324702021008,-0.3900511245004677
0.18703690043341387,-1.0774703255820646,0.7187556684019359,-0.49235345877112136
0.4920602612037189,0.9711597211712679,-1.2212237554449725,0.8105085162177891
0.7335185778282411,1.318089230415982,0.8247654729837331,-0.5069324744303596
1.0446236924438652,1.1898079756185542,0.18870664549294477,-0.3799050046388796
-0.6264851485504249,-0.9508996358411987,-0.1293227682524507,-0.2641317678776924
0.9006858797868798,-0.2839669801814172,0.8919050158855392,-0.5151767735837918
-0.423950839585842,0.5295939428681791,0.46433213740561935,-0.4479331345251115
-0.2980080486689913,-1.5463460316172797,0.21697592671475702,-0.3880591070338254
-0.9562942564911352,-1.353623595046148,-0.5180253850523768,-0.039077135916632505
-0.3704231944383099,-1.730393321301044,1.319477894365459,-0.5536936631602288
0.7920571777917516,-0.6141945712957958,-0.44735218199784493,-0.08890188315519307
-0.3358070716267521,0.25652916126999636,-0.733578654368701,0.14458452076705522
1.3255675721673588,-0.8280749563145067,-0.6240351896341754,0.04481634244381218
1.559669051342301,1.665579824192515,-0.5533619865796434,-0.012390121530212107
-1.069584205773778,-1.7243660905956222,1.8848635188017155,-0.5806190462139694
0.2848051058175853,1.1334378632846922,1.319477894365459,-0.5536936631602288
0.19060819610535595,-0.42011667012270065,0.7540922699292013,-0.4974385645526221
-0.32535666167969723,-1.580728990086858,1.3548144958927244,-0.55601800495969
-1.033929443106963,-1.6825182124501235,1.7682527337617382,-0.5765621547187536
-0.32317755673998844,-1.80758935388069,3.5103471890559557,-0.602365419197271
-0.7719795434972695,0.6153971920819251,-1.334300880332224,1.0353127547929035
3.485063758734325,1.0032391198570225,-0.16465936977971604,-0.24805125159231867
-1.5499350829186682,-1.4387042629987563,1.2134680897836605,-0.5460424869543383
-0.5446575674262825,-0.9476564189584465,0.5774092622928709,-0.4695008673901261
-0.6681956797867639,-1.389520616385689,1.0721216836745968,-0.5340492765671009
-1.6985404498685457,-1.5706787590463682,1.8495269172744502,-0.5794541157767855
-0.6599660822992153,-0.9372633934066219,1.160463187492762,-0.5418017706474935
-1.1880799209613349,1.0346286353745568,-0.6947083926887072,0.10754198294965515
-1.6975222121701292,0.7879048539836039,0.3653896531292752,-0.4262700410366037
-0.46678306450949886,-1.3392417505578353,1.2982759334490985,-0.5522468025472655
-0.9571274637361319,0.7975932557998843,-2.0693021920993577,3.6704484948134075
0.3306564936413533,0.7382080281178538,1.0014484806200636,-0.5271715468772324
0.12102701877046503,-1.0049225709989782,0.7399576293182951,-0.4954325792572492
0.2717235009764613,-0.18266627163787677,-0.09398616672518413,-0.2794885417786952
-0.30286006196703036,-1.7378094017646357,0.8601020745109997,-0.5113614164024939
-1.7815923169974937,0.7875552458628604,-0.5533619865796434,-0.012390121530212107
1.2997670224006148,1.5832662320053834,1.4254876989472576,-0.5603575590070219
-0.6797675032059162,-1.6773255077294391,1.8141903157471837,-0.5782342838440375
